"Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code",Attribute,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
"Austria","122","Revenue decentralization (ratio of own revenues to general government revenues)","rd","State Government","SG","Value","0.0976360186657095","0.0946237525847337","0.0999577913357127","0.0993085444154378","0.101802349777508","0.100123467424699","0.0971909537453954","0.09567908470682","0.0948782896149059","0.0964120325329803","0.0979503534194968","0.0984875318787192","0.0990388837390839","0.118022859738097","0.118359900968597","0.117583798882681","0.101671698163393","0.0997489157726548","0.103078057861399","0.102834364792849","0.0993008638694688","0.0992196419977916","0.101506408255367","0.0357478059037813","0.0343322051526734","0.0356737801857691","0.0369486812602878","0.0285186576788722","0.029108545665424","0.0311601334854268","0.0277903716107283","0.0271646578969146","0.0336166151117264","0.0346796280106801","0.0359647366822984","0.0352977022927738","0.0338125303353872","0.0320212058716972","0.0354375704516354","0.0361864151573967","0.0376618908531308","0.0373909371153863","0.0368252006080577","0.0359880221919482","0.0360706829059504",,
"Austria","122","Revenue decentralization (ratio of own revenues to general government revenues)","rd","Local Government","LG","Value","0.176042254243372","0.170772273667176","0.174590384098845","0.177591194524801","0.174056407465506","0.172107847359807","0.164347114203848","0.163411717815863","0.165264242476281","0.165019262948982","0.164997482235775","0.166460045338623","0.161991185701973","0.165498448262812","0.165863122384862","0.164776536312849","0.161650685569136","0.164536255040707","0.164194307524792","0.16982551143201","0.168518282458841","0.167017371693857","0.171395189126033","0.0932265956980368","0.10057706269126","0.0700544488246809","0.0673010641944224","0.0704823574854238","0.0657337216028714","0.0657502577041693","0.0705214024741434","0.0762822995126506","0.0658635204633455","0.0661940618455055","0.0624535584374914","0.0617471033920758","0.0600118116103087","0.0650361248385609","0.0626779718043068","0.0602789013025942","0.0593947148062179","0.0590276106726895","0.0603815025583787","0.0597673297107323","0.0639070121208841",,
"Austria","122","Revenue decentralization (ratio of own revenues to general government revenues)","rd","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.614601450003471","0.621986071374018","0.644418024008554","0.648118897695599","0.652279560812572","0.6555976607384","0.668133585452157","0.664071551354152","0.657095722938874","0.658844252255078","0.659737898715245","0.65822893309149","0.659870159333041","0.66610510107758","0.656187968737135","0.651072263835975","0.656261848436586","0.654329721414792","0.653511532334073","0.651712163418473","0.654398095937132","0.642796282227177",,
"Austria","122","Revenue decentralization (ratio of own revenues to general government revenues)","rd","Subnational Government","SNG","Value","0.273678272909082","0.26539602625191","0.274548175434558","0.276899738940239","0.275858757243014","0.272231314784506","0.261538067949243","0.259090802522683","0.260142532091186","0.261431295481963","0.262947835655271","0.264947577217342","0.261030069441056","0.283521308000909","0.284223023353458","0.282360335195531","0.263322383732529","0.264285170813361","0.267272365386191","0.272659876224858","0.26781914632831","0.266237013691649","0.2729015973814","0.128974401601818","0.134909267843934","0.10572822901045","0.10424974545471","0.099001015164296","0.0948422672682954","0.0969103911895961","0.0983117740848716","0.103446957409565","0.0994801355750719","0.100873689856186","0.0984182951197897","0.0970448056848496","0.0938243419456959","0.097057330710258","0.0981155422559422","0.0964653164599909","0.0970566056593486","0.0964185477880758","0.0972067031664363","0.0957553519026804","0.0999776950268344",,
"Austria","122","Expenditure decentralization (ratio of own spending to general government spending)","sd","State Government","SG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.132140259868528","0.144323246597804","0.14877859914913","0.151859163202761","0.154023002605805","0.158049308079701","0.165467036513187","0.167252278494728","0.169110337877953","0.150996484065363","0.159403955043208","0.161173950900749","0.161020828573084","0.163071937393947","0.158072352623178","0.163117987248687","0.161909167713771","0.161060795802297","0.159595075941957","0.156042220014288","0.158382178881342","0.164877671307792",,
"Austria","122","Expenditure decentralization (ratio of own spending to general government spending)","sd","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.174500051364847","0.173126601487036","0.154594639029618","0.154178186438103","0.155048056167991","0.150828195447785","0.14456518748407","0.148076108941281","0.146453376306832","0.137137759648665","0.14320190205015","0.142769800840593","0.144444669602811","0.147139869006014","0.145866370477238","0.146947268325288","0.145961842703611","0.145880120642264","0.14768716020204","0.146652814811215","0.151872626199887","0.15081422038348",,
"Austria","122","Social benefits, share of general government","sb","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.0381647468163531","0.0382418642525523","0.0385263222811198","0.0402120490192335","0.0368558998496993","0.0359085068793255","0.0370792145232752","0.038144673843359","0.0392950246517873","0.0420415728501383","0.0428559559037691","0.0456148125414574","0.0464697939214635","0.0477131675948481","0.0489223438795131","0.0493639339840563","0.050833001102908","0.0499723104274748","0.0503314364262357","0.0513061733127833","0.0522530227676626","0.0537037741802026",,
"Austria","122","Social benefits, share of general government","sb","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.310132647992873","0.303465977717028","0.293788803117451","0.281536586960082","0.281686823910029","0.280765863516097","0.276694562383104","0.282230422291023","0.283525916630726","0.28173765424564","0.278668165271388","0.272389452500752","0.263720304537528","0.260636810581285","0.264636405523895","0.261469735643727","0.251360301713727","0.248097727770943","0.245871363330833","0.242359938517045","0.24418613780442","0.239710224280318",,
"Austria","122","Social benefits, share of general government","sb","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.0977355453503675","0.0975094772352878","0.097540786936617","0.101848986294078","0.0986551291390328","0.0977457588330997","0.098299057902602","0.0984673634086888","0.0997194043993153","0.103531194660768","0.105498241939445","0.110020777420348","0.109700687380828","0.112302920128851","0.114591292346536","0.117086069838536","0.119189580865856","0.114565360723696","0.117098396742478","0.119218933532914","0.120643893010196","0.124803421720411",,
"Austria","122","Consumption of fixed capital, share of general government","cfc","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.397180884827357","0.40367874931094","0.345480667596351","0.347652129554376","0.348111188506565","0.347374382249528","0.345219700771377","0.342968003913135","0.341421717415272","0.339662895422132","0.294849355396333","0.294073378357998","0.29363177571695","0.292258910703662","0.290919963859259","0.288963929048293","0.28628917998256","0.283779027606195","0.283391578117936","0.282856281393261","0.281919845633302","0.280311403028402",,
"Austria","122","Consumption of fixed capital, share of general government","cfc","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.504714310183273","0.510653880840935","0.47780748425606","0.480582839059987","0.482294562419901","0.48357079125025","0.482831941257093","0.557631388929866","0.554094969013754","0.551036329208039","0.476586151767133","0.473545893950638","0.470913577567125","0.467383308994537","0.464663325598175","0.462701345722044","0.460783228723657","0.458411185150716","0.45825144779063","0.459033150370152","0.457880523602461","0.455333446176551",,
"Austria","122","Other expenses, share of general government","oe","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.261577801958651","0.216796039024336","0.304731823637878","0.288059404334393","0.333059700719874","0.319705750082044","0.243542707545952","0.275283860333186","0.256761743458247","0.12598027409138","0.249015361073509","0.25781680873915","0.276340790894152","0.274812660812922","0.222264137047842","0.28680176636825","0.292418738872511","0.26221080856254","0.259770640048248","0.190814820419134","0.310044292905478","0.291823200716317",,
"Austria","122","Other expenses, share of general government","oe","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.496042281983524","0.419591696973213","0.420559168712811","0.45339753563449","0.372925753857845","0.364106587940725","0.378979651815372","0.31496155229975","0.303053133560104","0.696691273874612","0.373112824436464","0.352082950334298","0.342210818009084","0.354945787371802","0.508801158703986","0.341730241772698","0.360029282728687","0.383021718071937","0.392011043658204","0.556512517210635","0.30622055368147","0.294927865853954",,
"Austria","122","Capital spending, share of general government","cs","State Government","SG","Value","0.137021908652061","0.142314335060449","0.150943396226415","0.158893709327549","0.1417004048583","0.132953701411241","0.144674835061263","0.13287827076223","0.140220571685798","0.129374337221633","0.123863876558867","0.131781334441904","0.123696585565324","0.125995222929936","0.118236472945892","0.115930902111324","0.120812946932631","0.126534788540246","0.126704356501497","0.127695366263955","0.119302757536791","0.137271812562886","0.141016949152542","0.0397171300230667","0.152254550383871","0.206592046216537","0.302218254853827","0.415012144634235","0.655418802139836","1.06089828269485","0.256726951918835","0.186564270802267","-0.0795485144960058","0.00286238328145835","0.0927930226060759","0.0565133548990609","0.073647109461605","0.108263840630067","0.157764255127338","0.136275881005294","0.143467541171965","-0.0347934192532427","-0.0469252174270193","-0.136579980961675","-0.107511352251584",,
"Austria","122","Other expenses, share of general government","oe","State Government","SG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.178636716928338","0.305433362880489","0.263790157266199","0.246707911483413","0.284151938576133","0.307020375199707","0.36965850664301","0.402286182853988","0.431096923448124","0.171374551410198","0.367157907127302","0.378414335613588","0.370427077340584","0.358991897929009","0.260113497346682","0.361306379985602","0.337710534420168","0.346260390321788","0.339123910711771","0.246021253462509","0.373103243981767","0.402933247784267",,
"Austria","122","Other expenses, share of general government","oe","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.440214518886989","0.522229401904825","0.568521980904077","0.534767315817806","0.617211639296007","0.626726125281751","0.613201214188961","0.677570043187174","0.687858666906371","0.297354825501578","0.616173268200812","0.636231144352737","0.646767868234736","0.633804558741931","0.482377634394524","0.648108146353852","0.630129273292679","0.608471198884329","0.598894550760019","0.436836073881643","0.683147536887244","0.694756448500584",,
"Austria","122","Capital spending, share of general government","cs","Local Government","LG","Value","0.540660972892687","0.545768566493953","0.572626534890686","0.541214750542299","0.561133603238866","0.569695469175538","0.571866163996231","0.544027303754268","0.50371370695476","0.512407211028631","0.505178609173538","0.489918935772188","0.492128399100387","0.500398089171974","0.519038076152304","0.578502879078695","0.576590139254799","0.573158253751705","0.590289324908547","0.603303257378804","0.637233890555793","0.619807388242058","0.624135593220339","0.847699405123224","0.816629080557507","0.758105947284263","0.624083909841553","0.514322801427855","0.384890202386741","-0.309467195068253","0.243738665882468","0.438219504920966","0.290795260748586","0.209129983696458","0.236070114062899","0.11579123400208","0.127848003605813","0.170841054744807","0.0866329150106917","-0.189174811013961","-0.126711509000383","0.129542911607476","0.353048085512738","0.365519834254586","0.252690060762195",,
"Austria","122","Capital spending, share of general government","cs","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.0991137550078912","0.0193660887032175","-0.00996544075927152","0.0814103994644051","0.077558486001711","-0.0431895551980847","0.428709819462794","0.521835024261138","0.444691321204891","0.702315770577148","0.748286275381651","0.661880640890152","0.826911519547642","0.822381217286788","0.751597366998688","0.758505252395323","1.07183614631509","0.959043469934892","0.893829513903278","0.699103594861842","0.701994224508244","0.833658612748351",,
"Austria","122","Capital spending, share of general government","cs","Subnational Government","SNG","Value","0.677682881544747","0.688082901554402","0.723569931117101","0.700108459869847","0.702834008097165","0.702649170586779","0.716540999057494","0.676905574516498","0.643934278640557","0.641781548250264","0.629042485732405","0.621700270214092","0.615824984665711","0.62639331210191","0.637274549098196","0.694433781190019","0.69740308618743","0.69969304229195","0.716993681410044","0.730998623642759","0.756536648092584","0.757079200804945","0.765152542372881","0.887416535146291","0.968883630941378","0.964697993500799","0.926302164695381","0.92933494606209","1.04030900452658","0.7514310876266","0.500465617801304","0.624783775723233","0.211246746252581","0.211992366977916","0.328863136668975","0.172304588901141","0.201495113067418","0.279104895374875","0.24439717013803","-0.0528989300086663","0.0167560321715818","0.0947494923542332","0.306122868085719","0.22893985329291","0.145178708510611",,
"Austria","122","General public services, share of general government","gps","State Government","SG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.160084601122285","0.135714939217499","0.160886900555337","0.170957315322739","0.167692390368478","0.163486272042393","0.14820825763011","0.143155512486382","0.152872770884473","0.158033558511395","0.152841875679341","0.171029007135196","0.172853997223146","0.194345004316899","0.196611139660542","0.197601092344651","0.195946670432007","0.187383400185343","0.195185640343272","0.188805374514029","0.190916082314768","0.177962856180158",,
"Austria","122","General public services, share of general government","gps","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.163708083152221","0.163062373027677","0.153005568040377","0.160040213945879","0.190803300540549","0.185916684748476","0.181685598482392","0.187459611250247","0.193270901285629","0.190548347329329","0.167706513346133","0.168625347821356","0.178662281566987","0.191228668390894","0.192524060518344","0.18934714977989","0.178615222710295","0.183679155560887","0.186658129101091","0.197938390540088","0.204084198519786","0.206386493030106",,
"Austria","122","Defense, share of general government","defense","State Government","SG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.00128768786446165","0.00275529009616145","0.00130739928568457","0.0014978339017421","0.00175778323362956","0.00115977844979894","0.00140446331807224","0.00147459420518247","0.00132509990624787","0.00115726307283275","0.00154992728425566","0.00185664600821108","0.00134251339017262","0.00197076882767734","0.00348922805123423","0.00365667211314668","0.00248845202731076","0.00387330641922597","0.00137081553590941","0.0018356806537927","0.00176265628202501","0.000708713960284406",,
"Austria","122","Defense, share of general government","defense","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"1.0067205042831","1.00266405532477","1.00222257878566","1.00081228684671","0.999285360259115","1.00687195829133","0.999060004865857","0.998722393570319","0.998695850289898","0.998792854898166","0.998515491724495","0.997808634711435","0.998298550738149","0.997790004898443","0.99608381999313","0.995865228515738","0.997029410392398","0.995719811460337","0.998122578722559","0.997842815954865","0.997929903668785","0.998757449550151",,
"Belgium","124","Tax revenue decentralization (ratio of taxes to general government taxes)","taxd","State Government","SG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.0330422304086846","0.0362222097866319","0.0360422980185724","0.0372225458390203","0.0380790636765428","0.0377336100516332","0.0386484668564868","0.0692449553757723","0.0717844989130343","0.0718345902889586","0.0750645346800939","0.0765653832978174","0.0780599980133108","0.0764044662213812","0.0756757640204052","0.0771418959935731","0.0784056612463628","0.0761345139182657","0.080177528985759","0.0781123511572486","0.114212549660948","0.157041270998435",,
"Belgium","124","Tax revenue decentralization (ratio of taxes to general government taxes)","taxd","Local Government","LG","Value",,"0.0704444444444443","0.0736726070181886","0.0719311962470678","0.0697355802164682","0.0667072428484479","0.068562777116903","0.0692618806875632","0.060887019690308","0.0640321990486647","0.0705102288348024","0.0705736048499921","0.0790153581168366","0.0791986644407345","0.0796207299649304","0.078739176477917","0.0767195767195766","0.0725031825020253",,,,,,"0.071186789751494","0.0719535690588301","0.0720816000023968","0.0672182797664857","0.0691643476837453","0.0603177960909456","0.066118868563857","0.0709386323558386","0.0751500399824343","0.0717227353614101","0.0712756895590022","0.0725042510450378","0.0757911989669216","0.0673451662687117","0.0827812201853793","0.0761984449258057","0.0755672715516229","0.0690056984188411","0.0700149374463418","0.0687812859039368","0.0728347184045522","0.0747380891031241",,
"Belgium","124","Tax revenue decentralization (ratio of taxes to general government taxes)","taxd","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.882716192918525","0.878221106572121","0.870343600245076","0.873755433573282","0.871632018333606","0.881086372999586","0.873762839413142","0.836976248138363","0.829676039452561","0.830673106798859","0.828840408006192","0.826071972288258","0.822033376378266","0.831508395613209","0.814899598147433","0.821201727944925","0.820964709324693","0.830533605740807","0.825330302834806","0.829198147103123","0.788801406009276","0.743623483053564",,
"Belgium","124","Tax revenue decentralization (ratio of taxes to general government taxes)","taxd","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.104229020160179","0.108175778845462","0.108123898020969","0.104440825605506","0.107243411360288","0.0980514061425787","0.104767335420344","0.140183587731611","0.146934538895469","0.143557325650369","0.146340224239096","0.149069634342855","0.153851196980232","0.143749632490093","0.158456984205784","0.153340340919379","0.153972932797986","0.145140212337107","0.150192466432101","0.146893637061185","0.1870472680655","0.231779360101559",,
"Belgium","124","Revenue decentralization (ratio of own revenues to general government revenues)","rd","Local Government","LG","Value",,,,,,,"0.0563789596047661","0.0571949490174892","0.0523671982921011","0.0512835749940577","0.0554583532156303","0.0555357778568886","0.0603773584905661","0.0603201707577375","0.060468194226156","0.0604907440440797","0.0597186114084722","0.0560961461769931",,,,,,"0.0764098855333051","0.0776454819140988","0.0766333719887097","0.0738256609734288","0.0753561121250081","0.0695819997362774","0.0730997464093928","0.0752987155195565","0.0786909697089338","0.0750992122047504","0.0740881562513087","0.0764996597103404","0.0780628179060739","0.0733735689325356","0.0829127131952161","0.0783153929167959","0.0777878087284858","0.0741497976733704","0.073909986107606","0.0740321504951495","0.0753247902036044","0.0772416991728574",,
"Belgium","124","Revenue decentralization (ratio of own revenues to general government revenues)","rd","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.574650739419936","0.573612343739333","0.573064131457454","0.577507593496557","0.571540819323565","0.586578918977236","0.578885480454413","0.549964464240937","0.544769069918771","0.550887267853857","0.554708630767011","0.551439075429814","0.547274413880372","0.548600766336991","0.524228376009652","0.53676288869886","0.536841780852126","0.542770178219627","0.5413687070763","0.54356305692787","0.514796318659764","0.481322105768273",,
"Belgium","124","Revenue decentralization (ratio of own revenues to general government revenues)","rd","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.130014214818325","0.134191146422771","0.133379282176954","0.132715705751573","0.136001653474849","0.129845802216069","0.135075718872735","0.160313011429309","0.166788035650311","0.164094729861572","0.165314076005203","0.169151947283725","0.171725320647364","0.165840441428713","0.177231225073672","0.17422930143559","0.175936380982947","0.171110086957403","0.173868088411489","0.171618484932914","0.195300060765959","0.226736170640853",,
"Belgium","124","Social benefits, share of general government","sb","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.0300209706943432","0.0301553119150725","0.029793284297248","0.029206584298511","0.0288642580553483","0.0310571288412615","0.03066404695223","0.0319026998402815","0.0311900269585395","0.0299501113161425","0.028459396991604","0.0307982022678025","0.0304021349163666","0.0306602639841518","0.0298994359174941","0.0299404964083984","0.0310429252226634","0.031548502453067","0.0305969382926844","0.028759038738438","0.0286643037426706","0.0296352633469345",,
"Belgium","124","Social benefits, share of general government","sb","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.115309939753683","0.112602739141292","0.117120803729693","0.115137742532038","0.113516959355177","0.112272642574924","0.108358119305559","0.105142593589054","0.106228943697754","0.0899778596878846","0.0895784257980668","0.0896702055697596","0.0999639188241621","0.0996037960688271","0.0989347464456205","0.0980591284776664","0.0988498818431593","0.0950888703402655","0.094173775951322","0.0946813406466216","0.0879738248833677","0.0505396541974302",,
"Belgium","124","Social benefits, share of general government","sb","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.0967939718139651","0.0985911585112082","0.101345186620373","0.101858878244187","0.105504043956564","0.111312446048363","0.113986525115246","0.123456410519213","0.118012382157525","0.119580732243577","0.120012405756862","0.124542827988672","0.126245991925986","0.126795378126811","0.126449673190294","0.126841117519308","0.128760379674403","0.128889573476486","0.126586878914973","0.126092006012329","0.225600941562081","0.231154303869999",,
"Belgium","124","Consumption of fixed capital, share of general government","cfc","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.226396112930499","0.228663007499895","0.230932159822328","0.234489633173844","0.236605934006421","0.243447831292016","0.251823305901208","0.252913242329192","0.253567452686975","0.256979075200053","0.253471690015634","0.258888809845629","0.266520930358864","0.269777479130592","0.282167430435414","0.286856452161213","0.287391206792711","0.285439009003842","0.28223273114914","0.281206840409167","0.280821303685107","0.279544501577914",,
"Belgium","124","Other expenses, share of general government","oe","State Government","SG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.415311099556809","0.374339282751429","0.388171832091016","0.348358540748681","0.342663273960984","0.322827990098415","0.320883699733071","0.338085185104577","0.253872765123682","0.443695457062655","0.166697267245874","0.357354798460111","0.363001878464853","0.42000835722828","0.427971732677571","0.382820027836265","0.343987260784258","0.226634835122549","0.349538535520744","0.336972977064566","0.356290975031385","0.433729494680526",,
"Belgium","124","Other expenses, share of general government","oe","Local Government","LG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.127633761667781","0.141719405532248","0.121890937622597","0.133202334166965","0.139706773294559","0.142848517780595","0.177152281950563","0.17700829216271","0.192015674748961","0.189966963927664","0.0699823006249861","0.13499901094052","0.141037584569098","0.150444518090516","0.125240632413031","0.120457276090551","0.118586553681955","0.100261510794192","0.0975456378197422","0.104467867686018","0.114950946203561","0.125920678156566",,
"Belgium","124","Other expenses, share of general government","oe","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"0.367872440515986","0.419279907084791","0.427697136131818","0.441407645587716","0.435982874914175","0.424057638511541","0.394648321361142","0.409275904846891","0.48867254469753","0.255809956652091","0.708305486806254","0.399488732330069","0.372623283800912","0.29783432515382","0.340685817901808","0.347846258163517","0.438270727291686","0.553735363641362","0.394251576747369","0.378633335856483","0.360301297252058","0.369065213939343",,
"Belgium","124","Capital spending, share of general government","cs","Local Government","LG","Value",,,,,,,"0.377260981912145","0.368178324365874","0.3881309686221","0.354882154882154","0.359722222222222","0.316066066066067","0.279681274900399","0.292768959435626","0.285211267605634","0.404234841193457","0.414185639229422","0.445103857566767",,,,,,"8.26492537313437","-2.03764805414552","-7.86111111111114","-4.14383561643839","1.46612903225806","1.75336021505376","3.43743743743745","-3.07065217391304","12.0874316939892","14.2605790645881","-8.66899302093719","-0.888533153593394","-1.32559572719803","-4.71111111111111","1.09426422190879","0.970504111548085","0.623575987719156","0.931573662315306","1.05730103806228","1.33384179559817","1.0562829783076","0.765027322404372",,
"Belgium","124","Capital spending, share of general government","cs","Central Government","CG","Value",,,,,,,,,,,,,,,,,,,,,,,,"-2.84328358208957","0.553722504230118","1.27614379084968","0.729452054794527","0.00821114369501469","0.0049731182795698","-0.840340340340345","1.11335403726708","-2.55009107468126","-2.05345211581293","4.2073778664008","1.15553121577218","0.43405916187346","-1.67407407407407","0.538787023977434","0.443689667500893","0.369718025369637","0.375986228661598","0.406920415224913","-0.268903900631946","-0.366230213015438","-1.26448087431694",,
"Belgium","124","Capital spending, share of general government","cs","Subnational Government","SNG","Value",,,,,,,,,,,,,,,,,,,,,,,,"3.89179104477614","0.429780033840947","-0.375816993464054","0.231164383561646","0.988269794721408","1.00322580645161","1.53453453453454","-0.0349378881987578","2.99271402550093","3.17817371937642","-3.10767696909272","-0.150476029994102","0.594494658997536","2.68724279835391","0.449224259520452","0.53485877726135","0.612264684495435","0.609955530053077","0.586020761245675","1.21616910002179","1.35743599765487","2.20218579234973",,
